"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
"1" -1.65841105433209 -0.121347150316983 -2.00272550715226 -1.11329756288826 -2.69716825335417 -1.20006164576551 -1.7875389972784 -1.21443489128074
"2" -1.49661485390945 -0.849430052218873 -2.25684777694197 -1.49448096757283 -0.701026109902626 0.796080497686032 -0.985193248881679 -0.182847500484965
"3" -1.25392055327549 -0.283143350739626 -1.49448096757283 -0.223869618624269 -1.20006164576551 -0.701026109902626 -1.21443489128074 -0.641330785283088
"4" -0.849430052218878 -0.44493955116227 -0.986236427993406 -0.350930753519126 -1.6990971816284 -1.20006164576552 -1.32905571248027 -0.526709964083557
"5" -0.768531952007556 -0.44493955116227 -0.986236427993406 0.284374920955154 -1.20006164576551 -0.701026109902626 -1.32905571248027 -0.755951606482614
"6" -1.01122625264152 -0.202245250528305 -1.49448096757283 -0.350930753519125 -0.701026109902626 0.796080497686032 -1.09981407008121 -0.182847500484966
"7" -0.9303281524302 -0.283143350739626 -1.24035869778312 0.157313786060298 -0.701026109902626 -0.20199057403974 -0.755951606482619 -0.068226679285435
"8" -1.09212435285284 -0.687633851796235 -0.350930753519126 0.284374920955154 -0.20199057403974 -0.20199057403974 -0.755951606482619 -0.068226679285435
"9" -0.687633851796235 -0.040449050105661 -0.85917529309855 -0.477991888413982 0.297044961823147 1.29511603354892 -0.412089142884026 0.161014963113626
"10" -1.01122625264152 -0.202245250528305 -0.986236427993408 1.04674173032429 -0.20199057403974 0.297044961823146 -0.98519324888168 0.84873989031081
"11" -0.606735751584913 -0.040449050105661 -0.986236427993406 0.284374920955154 -0.20199057403974 0.796080497686032 -0.412089142884026 0.161014963113626
"12" -0.444939551162269 0.040449050105661 -0.477991888413982 0.665558325639722 -0.20199057403974 0.796080497686032 -0.641330785283087 -0.068226679285435
"13" -0.768531952007556 0.364041450950948 -0.0968084837294141 1.55498626990371 -1.6990971816284 -0.701026109902624 -0.870572427682149 -0.182847500484965
"14" -0.525837651373591 -0.040449050105661 0.157313786060298 1.42792513500886 -1.20006164576551 -0.20199057403974 -0.641330785283088 -0.182847500484966
"15" -0.283143350739626 0.768531952007556 -0.22386961862427 0.41143605585001 -0.701026109902626 0.297044961823146 -0.297468321684496 0.504877426712218
"16" -0.283143350739626 1.25392055327549 -1.49448096757283 0.157313786060298 0.796080497686034 1.79415156941181 0.963360711510337 2.10956892350564
"17" -0.121347150316983 0.525837651373591 1.04674173032429 2.31735307927285 0.297044961823146 0.796080497686032 -0.068226679285435 0.619498247911749
"18" 0.687633851796235 2.14379965560002 0.538497190744862 1.93616967458828 -0.20199057403974 1.29511603354892 0.619498247911748 1.53646481750799
"19" 1.25392055327549 2.30559585602267 -0.0968084837294099 2.19029194437799 0.297044961823147 1.29511603354892 0.275635784313157 1.42184399630846
"20" 0.930328152430197 2.14379965560002 0.792619460534574 2.31735307927285 1.29511603354892 3.29125817700046 1.42184399630846 2.91191467190236
"21" 2.30559585602267 2.71008635707927 0.538497190744862 1.93616967458828 0.796080497686037 1.29511603354892 1.76570645990705 2.33881056590471
